count,post,patch,get,filter
3531,39,51,29,866
3520,30,38,30,895
3534,37,30,30,912
3524,28,37,31,915
3532,37,29,30,917
3539,35,37,21,944
3521,30,39,29,953
3525,30,36,30,967
3552,26,32,26,392
3540,23,27,23,502
3545,26,25,26,506
3541,22,28,24,635
3555,33,108,26,618
3547,34,108,29,628
3549,35,108,27,675
3553,31,107,23,687
3546,35,108,28,720
3554,35,108,28,738
3558,31,108,28,809
3543,36,108,28,892
3559,30,108,30,895
3556,33,108,29,915
3550,33,108,28,919
3557,31,108,29,941
3551,26,107,29,953
3542,25,23,25,1060
3548,33,109,28,976
3544,27,107,29,1016
3563,22,24,13,299
3562,23,29,12,298
3570,36,42,28,410
3566,25,26,24,455
3578,36,44,27,503
3564,28,25,26,612
3573,36,60,28,585
3575,35,44,29,658
3574,34,57,31,646
3571,35,32,23,815
3577,36,43,28,835
3576,36,27,26,862
3572,35,28,29,861
3579,35,43,29,852
3569,34,30,29,868
3568,27,25,25,948
3560,28,25,26,952
3565,28,25,26,954
3561,28,25,26,991
3567,28,32,29,987
3580,23,24,23,217
3587,25,25,24,516
3597,32,51,29,482
3581,23,28,24,523
3585,27,27,27,636
3595,31,52,29,619
3599,32,53,27,632
3594,32,51,28,672
3598,31,52,29,681
3590,34,51,26,757
3593,34,33,25,796
3591,33,34,27,814
3592,33,27,25,856
3596,33,26,25,863
3588,26,29,27,882
3586,26,26,26,941
3583,26,29,28,951
3582,26,29,27,982
3589,32,30,20,998
3584,21,28,22,1047
3600,23,24,23,271
3608,26,27,23,412
3609,27,29,26,479
3615,33,32,24,472
3603,25,26,22,503
3610,33,50,28,587
3617,33,50,25,601
3607,27,27,26,631
3616,31,49,28,695
3602,34,51,27,716
3618,32,51,26,773
3612,32,47,28,822
3619,32,34,25,838
3611,34,32,25,866
3601,27,30,26,922
3613,34,34,24,922
3614,33,32,25,940
3604,33,29,20,959
3606,27,29,26,969
3605,23,26,23,985
3622,24,30,26,330
3621,23,30,18,384
3626,27,29,28,472
3627,25,34,28,479
3628,26,32,28,510
3624,31,31,30,586
3635,41,45,30,590
3638,41,35,30,620
3623,32,30,29,706
3637,40,30,31,694
3629,41,31,30,805
3632,42,34,30,808
3631,33,40,29,844
3639,40,30,30,875
3636,30,33,30,886
3633,32,33,30,904
3634,31,33,30,960
3620,33,34,30,1000
3630,32,32,30,1017
3625,32,30,29,1023
3640,23,28,14,264
3658,35,49,27,454
3650,27,34,34,517
3656,33,31,28,592
3655,35,34,26,597
3659,34,50,28,690
3652,37,32,24,772
3651,37,34,24,813
3657,33,51,28,833
3643,28,34,26,862
3647,37,36,26,859
3644,29,34,25,873
3642,27,34,27,882
3648,28,34,26,904
3654,37,24,23,948
3649,26,29,26,969
3646,28,29,25,1038
3653,37,24,23,1038
3645,27,26,26,1052
3641,25,27,24,1057
3661,28,26,23,390
3660,25,32,15,404
3664,28,29,27,470
3677,34,51,26,444
3662,30,26,27,576
3679,33,51,26,599
3670,35,32,25,679
3674,28,28,27,692
3665,35,51,28,689
3673,37,58,33,754
3666,38,59,32,812
3669,36,50,26,833
3676,35,63,26,850
3675,35,57,33,859
3678,34,49,26,906
3672,36,58,34,917
3663,29,27,26,982
3668,36,51,26,952
3667,35,25,20,985
3671,37,33,23,973
3682,27,39,12,280
3683,29,33,39,407
3691,38,32,30,497
3697,38,32,28,503
3692,38,29,29,582
3688,39,30,30,604
3689,37,54,39,632
3699,38,29,27,721
3687,38,53,40,783
3690,39,51,39,825
3686,38,51,42,827
3684,30,53,48,833
3693,28,53,48,841
3695,39,50,38,925
3681,34,61,36,944
3685,29,49,48,952
3698,39,47,39,962
3694,32,27,31,1006
3680,28,29,23,1030
3696,38,574,38,466
3702,28,27,27,305
3701,27,32,14,398
3707,33,30,29,442
3714,40,31,32,558
3708,31,27,28,631
3703,32,32,31,649
3712,40,32,31,653
3713,41,33,29,717
3716,40,50,31,713
3719,41,31,29,758
3715,41,32,29,785
3709,40,30,32,798
3717,41,30,29,856
3700,34,34,30,886
3718,41,32,27,920
3704,32,39,31,965
3705,33,33,30,972
3710,41,26,29,974
3706,33,29,29,981
3711,39,26,30,1025
3720,102,29,26,366
3734,111,26,20,409
3723,103,26,27,418
3722,115,50,26,430
3738,111,53,30,591
3731,111,55,30,600
3728,104,30,29,655
3730,113,53,29,627
3721,99,31,27,683
3732,112,54,29,690
3724,113,54,30,745
3735,109,53,32,827
3729,113,51,30,829
3736,113,51,26,853
3739,112,51,27,899
3737,110,25,30,969
3726,105,29,30,973
3727,103,30,30,986
3733,111,30,21,1012
3725,104,28,30,1018
3759,26,24,25,235
3753,24,33,18,437
3754,32,25,27,633
3750,33,27,31,647
3756,41,90,34,579
3755,41,89,33,602
3740,35,87,32,615
3749,28,20,27,724
3741,41,53,24,746
3746,33,200,32,759
3744,34,206,32,786
3742,42,200,25,798
3745,43,186,34,803
3747,41,197,25,812
3758,40,200,25,810
3757,31,28,31,995
3751,32,24,33,1008
3743,32,27,33,1027
3752,31,27,32,1035
3748,28,19,27,1057
3770,22,26,26,272
3769,24,27,31,369
3776,31,30,32,443
3760,25,27,28,470
3762,36,45,39,599
3777,34,43,39,610
3773,32,30,31,648
3774,32,30,31,690
3775,32,36,32,732
3767,34,28,31,822
3778,30,29,33,822
3763,35,27,32,837
3766,34,27,32,852
3779,33,28,38,855
3771,31,29,26,957
3761,35,27,29,971
3764,27,29,31,989
3768,23,32,28,1033
3765,24,27,35,1034
3772,27,28,30,1038
3781,24,33,16,287
3788,26,25,29,371
3794,39,50,31,436
3789,30,28,32,499
3796,37,49,34,539
3784,30,29,34,627
3795,38,48,34,739
3792,38,46,34,757
3798,37,50,32,793
3799,37,31,31,837
3791,38,47,33,822
3790,40,33,30,887
3793,39,33,30,922
3786,31,38,32,925
3785,32,36,32,954
3797,36,28,24,999
3787,30,26,32,1021
3783,31,30,32,1023
3782,28,31,28,1061
3780,31,25,29,1085
3800,22,99,28,377
3810,31,31,102,430
3801,25,100,24,449
3813,31,34,103,523
3815,29,29,102,550
3818,31,33,102,631
3816,31,34,102,660
3804,47,33,90,774
3812,30,64,104,753
3809,33,76,102,781
3819,45,34,89,858
3802,48,64,100,838
3806,34,33,102,917
3817,31,36,101,955
3814,29,30,102,983
3811,31,31,102,987
3807,33,28,99,1028
3808,24,100,23,1050
3805,31,30,96,1044
3803,22,99,26,1059
3822,24,31,18,383
3820,21,32,20,432
3828,31,35,24,569
3823,29,34,26,577
3825,30,34,26,596
3827,31,33,25,607
3826,30,34,25,689
3830,30,82,31,685
3831,37,82,25,684
3839,38,82,23,749
3833,38,81,25,767
3824,40,80,24,877
3835,38,80,25,877
3829,40,75,25,893
3836,38,77,24,929
3834,37,82,25,932
3838,37,76,25,981
3832,30,31,24,1044
3821,31,30,26,1058
3837,25,28,24,1068
3842,22,26,5,492
3841,26,18,24,495
3847,30,32,27,510
3840,25,32,22,589
3843,29,38,26,576
3845,30,36,26,590
3855,35,35,20,694
3857,37,77,29,720
3850,38,75,29,788
3846,29,85,29,799
3858,35,78,29,799
3854,36,34,20,890
3851,37,77,28,856
3859,35,78,28,869
3849,29,92,29,894
3856,37,77,29,911
3853,35,82,21,929
3844,28,80,30,949
3852,36,76,29,946
3848,29,80,29,955
3860,25,24,21,415
3875,26,35,29,475
3868,27,35,29,490
3865,25,35,26,511
3861,22,35,14,548
3879,43,41,25,544
3863,33,58,37,545
3878,43,59,24,608
3869,35,117,37,650
3877,43,60,25,751
3873,34,116,36,773
3874,33,113,38,847
3876,33,116,37,851
3870,33,110,38,859
3864,34,113,37,868
3872,31,37,29,996
3871,32,47,29,993
3866,32,37,29,1018
3862,34,48,28,1020
3867,32,36,28,1049
3880,26,30,12,389
3885,29,101,30,452
3886,29,102,30,478
3881,31,101,30,485
3883,29,102,30,626
3884,30,102,30,656
3894,37,128,29,645
3887,25,102,27,775
3891,37,165,38,698
3889,39,238,35,676
3888,38,186,37,779
3892,38,234,38,749
3898,38,237,36,808
3882,38,118,29,960
3897,38,232,40,835
3890,38,127,29,954
3899,35,118,29,986
3893,37,115,29,996
3896,35,114,30,1021
3895,35,114,30,1064
3902,25,25,25,342
3906,28,25,25,412
3900,23,28,17,552
3901,26,25,24,570
3912,36,28,20,644
3904,29,31,29,676
3913,36,60,30,716
3915,37,27,28,766
3916,37,114,28,682
3914,36,26,29,846
3917,36,113,29,785
3918,43,28,20,874
3909,29,27,29,951
3919,37,28,26,970
3907,30,26,29,997
3911,29,31,28,1019
3908,29,28,29,1028
3910,27,26,29,1034
3905,28,29,24,1063
3903,30,27,24,1067
3922,22,24,22,435
3934,34,29,23,504
3935,36,52,30,472
3936,34,27,24,571
3924,28,27,32,590
3927,27,28,25,645
3933,35,61,23,738
3931,28,28,31,810
3937,35,55,31,779
3930,35,28,23,945
3928,26,30,26,960
3938,35,48,31,928
3939,35,56,30,935
3929,34,33,24,1000
3932,27,30,25,1025
3923,27,25,25,1057
3921,22,29,23,1061
3925,27,28,25,1062
3920,29,27,30,1066
3926,24,26,24,1109
3940,23,28,13,399
3948,23,29,25,503
3944,27,27,27,519
3943,23,27,22,571
3949,27,36,26,663
3956,35,51,24,662
3958,33,77,29,658
3951,36,87,26,671
3955,34,88,26,734
3954,35,83,28,837
3953,35,81,26,849
3941,27,57,28,924
3957,36,69,34,896
3952,35,87,27,892
3950,36,66,25,921
3945,27,56,28,977
3959,33,48,27,991
3947,28,38,27,1036
3946,28,37,26,1047
3942,26,27,25,1088
3960,23,26,23,276
3964,27,26,24,292
3962,28,28,27,497
3976,34,31,25,609
3966,28,27,26,645
3963,27,29,27,662
3961,23,27,21,716
3967,27,25,25,762
3969,24,24,23,791
3971,33,99,38,739
3968,33,105,29,770
3973,34,29,28,858
3978,33,29,27,899
3974,33,31,25,966
3972,34,30,26,985
3975,34,28,26,1015
3977,34,28,26,1021
3965,34,27,26,1055
3979,31,27,27,1076
3970,32,26,26,1119
3982,22,33,16,414
3983,27,27,25,466
3987,26,31,26,491
3991,33,60,26,468
3980,28,28,25,593
3988,27,30,26,620
3995,33,59,27,745
3984,27,60,32,757
3990,33,58,26,771
3992,35,57,26,925
3993,35,58,26,931
3981,27,30,27,984
3994,34,58,25,951
3996,34,58,26,956
3998,33,54,26,984
3989,34,55,25,1003
3986,27,29,25,1040
3999,34,27,23,1041
3997,35,56,26,1018
3985,24,27,23,1100
4003,21,25,11,460
4000,27,18,21,461
4001,27,26,23,579
4008,33,79,29,557
4018,30,26,24,643
4016,31,52,29,700
4004,25,25,27,870
4007,32,91,31,817
4011,34,90,30,834
4014,32,92,29,838
4015,31,89,32,844
4002,27,25,25,946
4019,32,91,29,894
4009,34,87,29,903
4010,34,90,29,909
4013,33,51,28,980
4012,34,38,21,1003
4017,30,38,24,1065
4005,28,25,24,1095
4006,25,25,26,1100
4026,27,24,24,320
4021,22,27,7,398
4020,26,24,23,486
4022,23,27,15,504
4035,35,79,26,497
4029,33,64,22,605
4025,28,57,26,616
4028,35,118,28,693
4036,35,117,27,707
4038,35,115,27,758
4039,33,116,28,766
4034,35,118,27,782
4037,34,98,28,807
4032,34,65,20,992
4033,36,97,27,964
4024,36,60,26,1003
4023,27,28,27,1052
4027,28,29,26,1078
4031,33,67,20,1044
4030,28,28,24,1097
4058,28,24,24,308
4059,32,30,30,375
4053,28,26,25,400
4042,38,35,29,569
4054,32,30,24,590
4056,33,26,22,647
4045,36,54,28,614
4041,39,35,27,704
4051,35,56,27,762
4047,36,34,29,788
4048,35,30,28,920
4049,37,29,28,986
4043,37,29,28,989
4044,36,31,27,989
4050,34,27,28,1029
4040,38,26,26,1034
4052,34,23,27,1077
4046,38,24,27,1086
4055,33,28,23,1107
4057,32,27,23,1170
4065,25,27,27,269
4066,36,31,31,445
4073,36,59,32,541
4077,36,60,32,620
4074,36,62,32,634
4079,36,58,32,647
4076,36,63,30,684
4078,37,61,30,692
4068,38,30,30,860
4069,35,31,31,871
4075,36,29,31,1019
4071,36,30,30,1022
4070,35,29,32,1035
4067,35,30,24,1078
4072,34,30,24,1086
4063,25,27,27,1129
4064,29,29,31,1119
4062,29,33,31,1121
4060,30,30,31,1134
4061,29,28,28,1164
4080,26,27,24,365
4098,40,27,26,406
4086,27,30,26,529
4096,40,28,26,537
4095,40,26,27,567
4084,27,29,26,631
4085,32,29,28,707
4092,31,29,27,726
4093,40,43,34,772
4088,33,35,28,896
4099,40,27,27,909
4097,41,27,27,963
4083,35,27,35,968
4094,40,27,27,1005
4089,33,29,27,1016
4091,31,30,27,1022
4090,33,28,27,1054
4087,32,27,27,1081
4081,28,29,26,1107
4082,27,30,26,1136
4100,30,29,19,307
4104,37,27,29,439
4109,45,28,30,499
4103,47,31,27,651
4102,38,30,28,677
4119,43,29,30,687
4101,48,54,29,758
4113,44,56,29,788
4110,45,36,30,877
4117,44,30,29,937
4105,47,53,30,945
4106,45,39,22,970
4111,47,35,29,969
4115,46,31,26,1032
4108,37,32,29,1041
4116,45,29,29,1060
4114,44,29,30,1077
4107,37,35,26,1101
4112,37,33,28,1136
4118,36,31,29,1155
4120,29,30,24,365
4122,26,27,5,428
4132,32,38,29,431
4121,28,30,25,483
4129,33,47,30,524
4127,32,47,30,622
4126,34,47,29,676
4125,40,39,30,723
4136,41,93,30,698
4124,42,94,30,812
4131,42,93,30,812
4123,41,95,30,856
4133,40,93,30,907
4130,41,89,30,1057
4138,42,91,30,1064
4139,41,87,30,1075
4134,41,86,30,1079
4135,41,87,31,1088
4128,33,38,29,1165
4137,39,37,30,1168
4140,93,29,12,425
4145,94,25,25,571
4142,98,59,28,564
4156,106,55,27,595
4143,99,28,26,637
4147,97,24,26,651
4146,107,70,29,727
4158,103,55,29,746
4153,104,69,30,831
4154,105,68,29,890
4155,107,68,27,898
4151,106,54,28,990
4148,98,64,26,1015
4149,107,57,25,1024
4157,105,55,28,1049
4144,109,60,20,1057
4152,104,55,27,1067
4159,103,54,28,1072
4150,107,54,26,1073
4141,99,24,26,1124
4162,27,26,29,453
4160,24,28,25,462
4167,24,28,28,487
4161,22,29,26,719
4173,33,55,33,805
4170,32,30,26,847
4174,34,54,31,846
4178,34,119,32,788
4179,32,120,33,822
4166,33,28,32,936
4168,35,118,31,858
4177,34,117,31,895
4169,33,28,32,1058
4176,34,116,32,970
4172,33,27,31,1078
4163,28,29,32,1124
4175,34,26,31,1121
4171,32,27,25,1141
4164,28,28,32,1148
4165,27,29,32,1155
4180,23,30,22,403
4181,24,31,28,404
4182,26,30,31,415
4185,25,30,27,521
4193,39,37,33,545
4184,31,43,32,615
4194,43,71,30,715
4199,50,106,30,703
4195,39,102,34,767
4192,39,52,34,828
4196,37,51,34,908
4191,30,42,33,955
4197,37,51,34,952
4186,39,37,33,985
4198,29,42,32,1046
4187,30,31,31,1079
4190,31,45,32,1072
4189,30,40,32,1117
4188,30,32,32,1129
4183,30,30,32,1137
4203,22,36,16,300
4201,26,42,9,425
4216,33,31,31,585
4211,34,29,32,602
4200,24,31,30,631
4218,34,41,31,633
4205,38,33,36,700
4217,34,29,31,723
4202,39,85,44,737
4209,35,92,39,855
4207,29,27,34,1012
4210,36,93,37,955
4212,36,92,38,988
4219,35,89,38,1002
4204,38,91,35,1008
4215,35,30,31,1078
4214,33,28,28,1116
4206,38,79,46,1050
4213,34,28,27,1128
4208,27,26,30,1138
4221,22,101,27,402
4220,26,101,22,418
4222,23,101,24,615
4234,32,76,117,649
4227,30,30,106,726
4226,34,70,116,724
4230,30,31,107,776
4228,31,104,107,779
4231,31,102,106,862
4229,31,101,107,906
4225,33,104,106,926
4223,33,98,107,932
4236,31,100,107,940
4237,32,78,117,985
4239,46,78,101,1008
4235,31,78,118,1027
4238,46,69,101,1085
4232,47,71,101,1092
4233,33,80,116,1092
4224,27,32,105,1161
4258,24,32,14,390
4257,30,19,29,470
4244,37,30,26,579
4248,40,53,40,568
4255,39,56,40,603
4247,40,58,39,635
4253,37,66,35,635
4242,39,66,33,866
4251,39,57,42,940
4252,37,66,33,954
4250,38,68,32,956
4241,39,66,33,1033
4259,35,32,29,1085
4256,35,32,29,1088
4246,40,57,40,1066
4254,27,30,23,1123
4245,38,31,29,1108
4240,38,30,26,1136
4243,41,51,44,1098
4249,28,28,24,1176
4263,29,34,28,403
4262,23,33,26,449
4276,37,44,28,473
4266,29,35,34,536
4260,25,29,28,600
4270,30,43,35,576
4274,37,44,28,642
4275,38,61,28,791
4265,28,36,35,963
4272,39,61,27,938
4271,37,42,27,994
4267,29,34,35,1012
4264,29,41,37,1035
4277,38,60,28,1015
4279,38,62,26,1054
4278,37,32,19,1135
4261,24,28,29,1165
4268,30,31,34,1151
4269,29,32,35,1152
4273,36,31,25,1175
4280,25,32,27,321
4289,27,31,29,337
4285,30,39,28,545
4291,37,43,29,641
4297,36,44,29,643
4292,37,42,30,785
4287,29,39,29,800
4294,37,38,33,842
4293,36,43,29,880
4283,29,40,29,941
4295,37,41,29,1010
4288,29,38,29,1029
4299,37,36,32,1029
4290,36,32,29,1074
4286,28,40,28,1078
4296,35,31,29,1120
4284,29,39,28,1125
4281,24,32,27,1172
4298,35,28,29,1191
4282,24,32,26,1211
4300,24,37,17,406
4308,26,99,28,405
4310,38,103,37,562
4303,29,101,28,638
4304,30,108,33,674
4318,39,119,37,657
4313,38,103,37,777
4317,39,121,36,804
4316,38,103,36,855
4305,30,106,34,991
4319,39,96,34,1036
4314,39,121,37,1022
4315,38,96,37,1059
4307,38,104,24,1101
4306,30,108,33,1098
4312,37,105,24,1131
4309,36,102,24,1139
4301,30,108,34,1141
4302,31,100,32,1151
4311,37,102,23,1163
4320,26,30,28,369
4321,23,32,17,394
4328,30,30,28,469
4332,38,27,29,496
4329,29,29,29,540
4324,29,38,30,614
4338,37,35,30,616
4334,39,53,30,721
4335,40,52,29,726
4336,38,42,29,809
4337,39,35,29,946
4330,37,28,30,984
4333,39,36,29,1054
4339,36,29,30,1090
4331,37,35,31,1089
4327,29,36,31,1111
4326,30,33,29,1126
4325,29,36,31,1148
4322,30,31,31,1162
4323,28,30,30,1166
4341,23,30,18,297
4340,27,31,26,365
4351,29,29,29,455
4342,30,32,29,503
4346,29,32,31,629
4353,39,61,32,694
4349,30,71,31,778
4344,31,72,30,806
4359,39,63,28,903
4354,38,62,31,929
4355,37,61,31,951
4358,39,61,30,952
4343,29,71,31,982
4357,39,39,31,1032
4347,30,71,30,1056
4350,39,42,30,1134
4348,30,69,30,1121
4352,39,53,31,1130
4356,37,34,20,1175
4345,29,29,27,1194
4361,24,36,12,404
4377,39,26,26,408
4373,35,29,32,568
4365,36,35,24,647
4376,38,40,28,636
4379,36,34,29,660
4362,31,29,30,679
4372,36,65,31,728
4375,38,63,31,809
4374,35,64,32,869
4367,36,65,32,925
4368,37,64,32,958
4366,38,59,31,990
4371,39,62,31,1016
4369,37,63,32,1049
4364,31,33,31,1120
4378,38,58,31,1094
4370,38,27,29,1132
4363,30,28,28,1183
4360,28,27,27,1199
4382,23,19,95,465
4385,95,28,28,522
4381,96,28,32,546
4395,99,93,39,527
4386,100,34,39,595
4383,96,33,31,701
4389,101,95,37,765
4397,98,92,40,779
4392,100,54,37,859
4394,98,53,40,936
4387,102,34,35,998
4388,102,36,36,1025
4391,100,33,37,1036
4399,97,33,29,1054
4398,96,41,31,1099
4384,97,35,30,1114
4396,96,33,30,1141
4390,96,29,32,1166
4393,97,32,30,1186
4380,97,32,33,1193
4401,26,31,30,363
4403,25,31,27,440
4405,30,33,33,651
4419,37,32,32,670
4416,39,65,32,660
4415,39,64,33,801
4418,38,32,32,909
4417,36,31,33,913
4414,38,30,33,959
4411,40,31,32,965
4410,38,32,32,1044
4413,36,33,32,1057
4412,37,31,33,1063
4402,39,31,32,1076
4406,30,34,32,1122
4404,30,31,32,1134
4407,30,34,32,1161
4409,29,30,32,1184
4408,30,31,32,1189
4400,26,30,31,1231
4422,27,28,29,373
4421,25,41,15,381
4431,35,41,32,641
4423,35,28,25,674
4434,29,29,32,708
4426,36,42,32,691
4432,36,42,32,774
4429,36,41,33,831
4430,36,41,32,849
4435,37,41,31,958
4437,36,38,33,1005
4438,36,40,31,1016
4433,37,42,30,1073
4436,36,39,32,1092
4428,34,26,32,1113
4439,37,34,32,1133
4424,29,35,32,1144
4420,30,30,32,1167
4425,36,27,31,1182
4427,1062,10,30,288
4445,27,29,31,465
4441,25,29,29,476
4442,24,30,22,509
4440,25,30,29,524
4454,45,96,29,629
4451,46,119,29,619
4443,32,34,32,724
4458,44,116,30,684
4444,32,41,33,950
4456,31,40,33,960
4449,30,42,33,1052
4459,44,117,30,975
4452,30,37,33,1151
4453,44,55,30,1130
4450,31,40,33,1161
4447,33,41,32,1183
4455,31,34,33,1198
4446,31,42,32,1197
4457,31,35,32,1231
4448,31,38,32,1252
4460,23,102,22,304
4467,28,30,100,625
4468,29,33,107,658
4479,40,59,103,743
4471,41,55,103,771
4464,29,35,106,803
4473,41,54,102,818
4474,42,56,102,878
4477,42,54,103,908
4476,42,55,103,920
4461,31,37,104,1057
4466,30,36,105,1078
4465,28,35,107,1124
4470,41,33,92,1145
4475,40,32,92,1148
4472,40,31,93,1163
4463,31,36,104,1181
4469,40,29,92,1223
4478,40,30,92,1235
4462,26,30,99,1262
4481,25,33,28,499
4488,29,33,30,556
4498,38,30,33,558
4490,36,34,30,687
4486,30,33,30,742
4497,36,42,31,754
4494,37,34,30,764
4495,38,34,31,776
4491,37,34,31,848
4496,38,32,31,970
4499,37,34,30,971
4489,38,33,30,1041
4493,36,33,31,1090
4492,36,35,30,1094
4483,30,33,30,1118
4482,25,34,28,1202
4480,26,33,28,1203
4485,30,37,29,1206
4487,29,33,30,1220
4484,24,34,27,1249
4503,23,20,24,451
4501,22,36,13,487
4510,35,26,32,501
4518,36,57,31,564
4516,36,57,31,616
4512,36,58,34,677
4514,35,61,32,702
4513,35,60,34,867
4511,36,61,31,870
4515,34,60,34,892
4517,34,59,34,958
4504,29,31,34,1013
4519,36,26,30,1076
4506,28,30,27,1103
4508,34,28,28,1109
4505,29,30,26,1194
4500,29,30,27,1218
4502,29,29,27,1218
4507,24,30,25,1239
4509,24,29,26,1247
4520,24,34,28,530
4522,29,35,29,539
4528,36,41,33,634
4539,33,32,32,654
4531,38,53,41,670
4521,25,34,27,744
4526,28,43,43,803
4529,37,42,33,901
4533,36,32,32,949
4538,36,62,32,953
4534,36,34,42,975
4537,35,43,33,1010
4536,34,41,33,1019
4530,35,34,32,1120
4532,35,34,32,1137
4524,35,30,33,1147
4525,28,36,29,1168
4535,34,33,33,1161
4527,23,33,28,1204
4523,29,34,29,1248
4541,90,30,30,384
4540,92,30,29,415
4553,105,36,29,519
4550,95,30,29,682
4547,97,59,38,662
4556,105,59,29,693
4552,104,30,28,811
4557,106,50,37,786
4543,96,57,40,804
4542,104,29,29,901
4554,104,39,28,923
4559,105,40,28,1039
4548,104,37,29,1073
4558,105,40,28,1115
4549,104,30,28,1144
4551,103,30,28,1246
4544,97,33,29,1258
4555,104,28,28,1268
4545,97,31,28,1283
4546,97,31,29,1284
4563,28,27,30,479
4566,28,31,30,640
4561,28,27,31,648
4567,35,25,32,653
4560,26,32,43,681
4571,35,46,34,782
4578,36,44,31,809
4565,35,92,35,855
4569,35,89,35,905
4564,35,47,35,1032
4575,36,43,31,1124
4573,35,31,32,1157
4570,35,45,35,1163
4572,36,43,34,1182
4574,35,32,31,1218
4579,37,33,28,1256
4577,36,29,32,1262
4568,34,28,32,1281
4562,28,34,34,1293
4576,36,28,29,1305
4582,23,30,28,398
4594,39,38,29,443
4581,28,37,32,643
4593,40,41,29,730
4588,39,39,29,798
4583,24,31,31,885
4587,42,58,29,890
4598,40,56,30,931
4599,39,40,29,966
4596,40,59,29,1040
4595,39,42,29,1067
4597,39,38,29,1096
4590,28,56,43,1080
4591,38,36,29,1147
4584,39,36,29,1162
4592,27,34,32,1201
4586,27,35,33,1204
4589,28,32,33,1234
4580,27,31,33,1247
4585,27,29,32,1267
4603,24,23,28,480
4601,23,30,8,496
4611,31,76,32,597
4602,27,25,30,720
4600,27,25,30,741
4605,31,77,33,682
4609,42,27,20,744
4606,31,29,29,789
4618,43,252,29,657
4607,32,268,33,733
4617,43,256,27,797
4608,32,288,33,836
4616,45,279,28,843
4619,42,281,30,853
4614,44,282,28,862
4613,43,283,29,971
4615,43,255,29,1007
4612,42,265,23,1010
4610,31,291,33,994
4604,31,266,33,1051
4622,25,29,101,426
4630,28,28,103,461
4629,33,29,99,521
4625,33,29,100,683
4635,110,30,32,728
4620,25,30,101,834
4639,109,31,32,824
4631,110,31,32,826
4621,23,30,98,851
4638,108,31,32,856
4628,33,40,99,923
4633,108,31,32,1052
4636,109,30,32,1081
4637,107,30,33,1101
4634,106,31,33,1133
4632,107,31,32,1174
4624,29,34,103,1225
4626,33,32,100,1235
4627,107,25,33,1242
4623,29,33,103,1281
4642,26,32,18,397
4644,30,33,28,535
4640,25,43,18,662
4641,26,41,18,733
4646,33,32,32,793
4658,39,103,33,717
4650,40,61,33,787
4651,40,102,33,937
4656,41,122,33,921
4653,39,62,33,986
4648,40,104,33,959
4659,39,61,33,1040
4655,39,41,32,1104
4657,41,96,42,1045
4654,38,40,33,1175
4652,38,39,33,1194
4645,33,30,33,1217
4643,33,35,30,1229
4647,29,33,28,1244
4649,39,29,32,1236
4660,26,33,14,357
4664,32,31,31,602
4669,27,26,30,636
4672,41,30,29,634
4673,41,30,27,640
4676,40,30,28,712
4677,39,56,32,689
4668,32,29,29,742
4670,43,48,37,843
4675,40,56,30,863
4678,39,56,31,888
4679,38,29,31,983
4671,42,29,28,1030
4662,33,30,38,1047
4674,41,28,28,1104
4663,31,32,32,1179
4661,31,27,31,1221
4665,32,30,32,1232
4667,31,26,31,1258
4666,32,30,31,1258
4680,22,27,17,327
4688,24,27,28,476
4684,28,40,31,474
4691,34,78,32,548
4693,35,72,30,629
4681,29,30,29,782
4698,35,77,30,801
4699,35,77,30,802
4697,33,73,31,956
4692,33,57,31,977
4690,37,76,31,973
4695,35,66,40,987
4696,35,56,30,1074
4694,34,55,31,1122
4685,27,30,30,1218
4683,28,41,31,1210
4682,39,56,27,1196
4686,26,29,30,1241
4687,26,29,30,1270
4689,28,26,29,1301
4707,25,28,97,463
4709,103,32,29,548
4704,30,28,98,563
4712,104,38,38,689
4714,105,58,36,688
4716,105,43,35,809
4701,104,37,37,1002
4711,105,40,35,1000
4718,103,39,37,1049
4705,108,40,33,1056
4706,106,39,35,1068
4717,106,37,32,1095
4710,106,29,33,1105
4713,102,32,30,1163
4700,104,32,30,1202
4703,102,29,30,1209
4715,100,29,30,1259
4702,118,24,22,1267
4708,28,28,99,1322
4719,25,28,96,1331
4730,30,27,34,520
4723,30,29,29,551
4720,26,26,29,633
4733,37,30,27,688
4737,38,28,28,797
4721,23,35,19,838
4735,39,49,35,860
4739,38,37,26,939
4734,39,49,35,919
4731,38,36,29,1033
4736,39,29,26,1104
4732,38,29,28,1104
4722,31,30,34,1115
4738,38,27,27,1141
4725,30,29,35,1197
4724,31,29,35,1244
4726,28,28,31,1281
4727,29,29,30,1285
4728,29,30,29,1291
4729,28,27,30,1303
4743,24,28,30,420
4747,34,29,25,560
4746,28,30,32,599
4748,36,63,34,732
4751,34,41,32,771
4745,34,64,34,799
4741,28,36,32,858
4756,37,31,29,873
4757,35,61,32,843
4755,36,63,33,850
4758,35,64,29,977
4750,35,39,33,1044
4749,35,38,33,1072
4753,36,42,32,1090
4752,35,40,34,1097
4754,34,30,33,1167
4759,36,28,29,1217
4740,28,32,33,1239
4742,27,33,33,1270
4744,28,31,32,1289
4763,27,25,31,458
4760,22,28,25,561
4761,24,27,28,609
4777,36,26,28,777
4769,26,29,30,812
4774,37,32,28,842
4764,33,27,31,873
4775,31,28,32,963
