count,post,get,filter
5933,19,9,1460
5931,17,10,1521
5934,16,10,1597
5930,15,9,1627
5935,17,10,1545
5938,14,8,1641
5939,17,7,1680
5937,14,10,1683
5936,12,8,1731
5942,12,16,1156
5943,15,17,1426
5941,19,14,1429
5944,15,17,1649
5940,15,16,1699
5949,15,8,1394
5947,17,10,1481
5945,18,10,1501
5946,15,10,1512
5948,13,9,1593
5954,15,10,1701
5951,15,10,1713
5952,13,8,1732
5953,15,8,1743
5950,12,8,1749
5956,12,8,1594
5958,13,8,1615
5957,16,8,1676
5955,11,8,1725
5959,14,8,1773
5964,12,11,1176
5963,16,8,1375
5962,13,10,1508
5961,13,8,1641
5960,11,9,1682
5967,26,9,1215
5965,22,9,1283
5966,24,10,1457
5969,23,8,1553
5968,17,10,1614
5972,19,11,1162
5973,21,12,1355
5971,16,10,1381
5974,19,9,1436
5970,16,9,1499
5975,14,10,1445
5979,18,9,1456
5978,20,8,1525
5976,17,8,1579
5977,15,7,1631
5982,14,13,1477
5983,12,9,1530
5984,17,10,1571
5981,14,11,1608
5980,15,10,1643
5985,15,9,1066
5988,12,9,1095
5987,14,14,1561
5989,14,11,1583
5986,18,9,1586
5992,16,10,1191
5991,17,10,1352
5993,16,8,1457
5994,14,9,1474
5990,12,8,1503
5996,23,11,1447
5995,24,11,1464
5997,22,10,1583
5998,23,8,1593
5999,19,10,1624
6002,15,13,1427
6003,14,14,1574
6001,14,12,1600
6000,13,13,1623
6004,15,13,1636
6007,17,9,1381
6006,18,11,1564
6005,16,11,1668
6009,18,11,1670
6008,18,11,1682
6010,19,9,1088
6014,17,9,1225
6011,17,8,1488
6013,15,8,1549
6012,13,9,1596
6017,15,9,1167
6018,17,11,1253
6019,17,8,1384
6015,18,10,1397
6016,13,9,1506
6023,20,16,1260
6024,17,19,1393
6020,16,16,1421
6022,19,15,1446
6021,18,15,1645
6029,13,8,1308
6026,18,13,1339
6027,17,14,1340
6028,15,15,1491
6025,14,10,1606
6030,14,10,1186
6033,22,8,1356
6032,21,8,1408
6034,16,11,1432
6031,15,10,1494
6035,32,14,984
6038,35,8,1177
6037,33,13,1334
6039,33,13,1599
6036,30,13,1658
6042,15,9,1064
6040,19,8,1356
6044,18,9,1379
6043,18,12,1383
6041,15,12,1517
6049,21,15,1157
6048,24,18,1253
6045,26,17,1261
6047,25,17,1549
6046,30,16,1616
6051,13,8,1083
6053,17,11,1244
6050,18,10,1341
6054,17,8,1460
6052,15,9,1553
6058,13,8,943
6059,17,10,1029
6056,17,9,1249
6055,16,9,1482
6057,14,9,1552
6062,14,12,1158
6064,17,8,1289
6061,15,8,1528
6060,15,11,1585
6063,12,10,1608
6069,17,10,1088
6065,19,8,1156
6066,16,8,1334
6068,14,8,1438
6067,13,7,1558
6071,15,9,1101
6074,21,8,1245
6073,21,10,1376
6072,17,9,1538
6070,19,9,1579
6078,22,13,1151
6075,22,12,1226
6077,21,11,1337
6079,19,9,1426
6076,18,10,1552
6083,13,8,1227
6080,18,9,1365
6081,18,8,1428
6084,15,8,1562
6082,12,8,1603
6086,16,14,1226
6089,23,9,1258
6088,21,13,1266
6085,22,10,1522
6087,13,12,1540
6092,23,14,1157
6094,24,10,1202
6091,22,14,1427
6090,20,12,1555
6093,21,9,1687
6095,13,11,1100
6096,18,11,1261
6099,17,11,1425
6098,16,11,1431
6097,15,10,1508
6103,24,10,1284
6102,19,13,1311
6104,22,10,1420
6100,16,13,1456
6101,18,12,1635
6107,13,7,1083
6106,16,11,1220
6109,15,9,1368
6108,17,7,1430
6105,14,9,1603
6112,15,9,1063
6111,18,11,1140
6113,14,7,1387
6114,17,10,1485
6110,19,7,1571
6117,12,16,1108
6119,26,7,1286
6115,18,14,1422
6116,16,11,1492
6118,17,13,1501
6120,13,10,1103
6124,17,9,1422
6121,14,10,1425
6122,16,10,1535
6123,13,10,1562
6127,14,12,1468
6128,15,11,1475
6129,12,9,1550
6126,15,9,1620
6125,14,12,1650
6130,13,9,1322
6134,15,15,1526
6133,15,15,1574
6131,14,15,1677
6132,15,12,1706
6139,15,8,1268
6137,12,9,1572
6136,15,7,1572
6135,12,7,1728
6138,12,8,1734
6143,16,9,1279
6141,20,10,1349
6140,20,9,1445
6144,17,10,1528
6142,14,9,1592
6146,14,11,1469
6148,17,12,1524
6147,19,8,1563
6145,17,12,1603
6149,14,11,1647
6154,16,15,1617
6150,18,10,1667
6151,18,12,1677
6152,17,12,1695
6153,15,11,1742
6157,17,7,1452
6159,16,10,1525
6158,15,11,1602
6155,14,11,1618
6156,14,9,1704
6160,16,12,1316
6163,15,11,1411
6161,15,11,1445
6164,16,10,1589
6162,13,9,1658
6167,34,10,1159
6166,36,52,1188
6169,36,10,1398
6168,36,10,1475
6165,33,10,1635
6170,17,12,1087
6174,15,10,1199
6173,19,12,1369
6172,20,10,1570
6171,17,11,1625
6177,17,12,1284
6178,17,11,1301
6179,15,12,1451
6176,18,7,1495
6175,15,10,1586
6180,16,9,1171
6182,21,8,1259
6184,17,11,1295
6181,19,10,1463
6183,16,11,1497
6185,19,12,1398
6188,19,11,1499
6187,16,9,1538
6186,19,9,1608
6189,18,9,1635
6192,15,8,1491
6194,15,10,1576
6190,13,8,1626
6191,13,10,1641
6193,10,9,1669
6199,12,10,1592
6197,16,8,1657
6195,16,12,1680
6198,16,10,1712
6196,15,13,1752
6203,13,13,1262
6202,15,12,1268
6204,15,14,1391
6201,15,14,1705
6200,12,12,1720
6205,15,9,1177
6206,17,10,1289
6208,19,9,1356
6209,18,10,1469
6207,17,9,1520
6212,13,9,1368
6210,16,28,1451
6211,15,15,1617
6213,17,8,1646
6214,17,12,1646
6218,17,8,1669
6215,13,9,1706
6219,14,11,1711
6217,14,8,1719
6216,15,10,1723
6222,17,8,1296
6221,16,8,1388
6224,14,8,1736
6220,13,7,1774
6223,11,8,1806
6229,15,10,1193
6226,17,8,1219
6225,13,8,1482
6227,15,8,1516
6228,10,8,1556
6232,14,9,1409
6230,16,15,1515
6231,19,11,1625
6234,15,14,1695
6233,15,14,1706
6235,14,12,1485
6237,16,9,1561
6239,13,8,1633
6236,14,8,1634
6238,11,9,1682
6244,11,7,1553
6240,16,10,1599
6241,16,7,1626
6242,14,7,1629
6243,12,8,1686
6247,12,10,1303
6249,15,12,1591
6248,15,10,1622
6246,16,10,1666
6245,13,11,1713
6251,17,13,1060
6253,16,10,1168
6252,18,8,1392
6254,13,10,1602
6250,15,9,1706
6256,17,10,1308
6259,16,10,1417
6258,17,9,1423
6255,17,8,1486
6257,15,9,1644
6263,17,13,1235
6261,26,7,1311
6262,24,8,1335
6260,19,11,1484
6264,20,7,1639
6269,18,13,1177
6268,16,15,1300
6267,16,14,1565
6265,20,9,1592
6266,25,10,1616
6270,12,8,1026
6272,17,10,1262
6271,17,8,1523
6273,13,10,1579
6274,13,8,1730
6276,24,17,1258
6279,25,13,1302
6277,23,16,1447
6278,27,14,1450
6275,28,10,1649
6282,15,8,1103
6281,19,10,1176
6284,18,9,1407
6280,17,9,1490
6283,15,9,1628
6286,16,10,1428
6287,17,8,1435
6285,16,8,1471
6288,13,8,1544
6289,12,7,1619
6291,20,11,1237
6294,22,27,1323
6293,21,28,1474
6290,23,25,1517
6292,22,12,1575
6298,24,27,1065
6296,23,26,1229
6299,14,30,1595
6295,15,29,1669
6297,13,26,1736
6302,16,9,1028
6301,16,8,1131
6304,13,9,1361
6303,13,8,1537
6300,12,8,1667
6309,16,16,1176
6307,19,18,1257
6306,14,23,1314
6305,21,14,1489
6308,20,14,1605
6312,17,8,1289
6314,16,11,1425
6310,13,10,1458
6311,15,10,1611
6313,14,7,1740
6317,16,10,1244
6316,16,10,1365
6318,12,8,1444
6319,15,8,1588
6315,13,9,1721
6320,13,8,1370
6321,15,10,1426
6322,15,8,1441
6323,14,8,1559
6324,10,8,1678
6325,18,17,1307
6329,18,14,1318
6328,15,18,1363
6326,15,12,1484
6327,14,14,1657
6330,20,8,1171
6331,17,11,1201
6334,16,9,1454
6333,14,9,1662
6332,17,8,1723
6339,20,9,1120
6337,20,8,1286
6338,15,11,1401
6336,14,12,1539
6335,12,12,1652
6340,12,8,1158
6344,15,11,1272
6341,15,9,1343
6343,13,10,1495
6342,12,9,1601
6348,21,14,1255
6347,11,11,1342
6349,20,11,1341
6345,14,11,1559
6346,14,11,1702
6350,12,9,1191
6354,17,10,1198
6351,15,10,1369
6353,14,9,1588
6352,13,9,1686
6358,12,9,1156
6357,15,10,1273
6356,17,11,1410
6359,17,8,1539
6355,15,8,1640
6361,18,9,1342
6360,17,14,1469
6363,16,17,1467
6364,18,13,1484
6362,14,15,1672
6367,19,15,1411
6369,19,18,1528
6366,20,18,1545
6365,28,9,1705
6368,17,15,1725
6373,11,7,1117
6372,14,8,1174
6371,16,9,1375
6374,15,8,1487
6370,12,8,1522
6378,18,9,1282
6377,12,8,1364
6379,17,8,1504
6376,13,11,1582
6375,15,7,1593
6382,15,13,1432
6380,15,9,1465
6381,16,10,1643
6384,12,10,1701
6383,15,10,1743
6389,21,10,2293
6388,24,9,2412
6386,22,11,2428
6385,20,9,2502
6387,19,8,2524
6393,11,10,1221
6392,17,7,1493
6394,14,12,1581
6391,13,9,1668
6390,15,10,1711
6399,18,10,1224
6398,15,9,1413
6396,18,11,1463
6397,17,11,1744
6395,15,12,1751
6401,17,10,1246
6402,18,9,1409
6400,17,8,1441
6404,13,8,1524
6403,14,8,1563
6405,13,12,1525
6408,14,14,1559
6409,14,14,1606
6407,15,14,1640
6406,15,12,1705
6412,14,26,1548
6411,32,15,1593
6413,31,15,1640
6414,27,13,1693
6410,29,17,1733
6416,15,11,1478
6418,15,10,1659
6415,15,9,1741
6419,14,10,1742
6417,12,10,1770
6420,12,7,1577
6422,16,10,1627
6423,16,8,1637
6424,12,9,1671
6421,13,7,1742
6427,17,8,1130
6425,16,9,1272
6426,13,7,1711
6428,11,7,1732
6429,14,8,1744
6430,13,8,1096
6433,16,11,1105
6431,17,10,1430
6432,16,8,1528
6434,14,8,1704
6438,20,10,1042
6439,20,12,1134
6436,21,14,1319
6435,21,14,1632
6437,21,11,1687
6441,17,11,1109
6442,17,13,1214
6440,15,13,1397
6444,14,11,1489
6443,12,10,1639
6447,20,11,1332
6445,21,11,1414
6446,23,8,1545
6448,20,9,1800
6449,18,9,1866
6452,27,9,1214
6453,24,10,1261
6450,25,9,1462
6454,24,7,1609
6451,20,11,1653
6457,16,9,1106
6455,16,7,1162
6458,17,9,1397
6456,14,10,1679
6459,12,8,1712
6463,21,9,1112
6460,19,9,1206
6462,17,11,1334
6461,19,8,1624
6464,15,9,1649
6468,15,7,1116
6469,17,10,1296
6466,19,7,1449
6467,16,8,1609
6465,13,8,1708
6470,14,8,1193
6474,16,11,1430
6471,18,9,1534
6473,17,7,1609
6472,16,8,1721
6479,15,8,1136
6475,13,8,1178
6478,13,7,1280
6477,111,103,1448
6476,111,104,1462
6482,16,9,1215
6484,22,8,1323
6481,20,9,1587
6483,17,10,1639
6480,19,8,1659
6486,27,11,1436
6487,24,12,1481
6488,23,10,1585
6485,25,10,1636
6489,27,9,1709
6493,11,7,1142
6494,16,9,1177
6490,15,10,1407
6492,13,10,1583
6491,13,8,1718
6495,26,12,1248
6498,30,12,1332
6499,27,14,1512
6496,28,12,1640
6497,27,13,1675
6503,19,9,1333
6504,18,11,1360
6502,20,11,1529
6500,20,9,1583
6501,17,9,1636
6506,18,9,1186
6509,17,8,1380
6507,15,8,1564
6505,16,8,1565
6508,12,8,1597
6511,14,13,1498
6510,16,14,1576
6512,14,15,1632
6514,14,15,1633
6513,12,9,1696
6518,14,7,1578
6519,14,8,1612
6516,12,7,1674
6515,12,7,1708
6517,10,7,1755
6522,13,9,1591
6521,14,9,1730
6524,16,8,1739
6523,13,11,1761
6520,12,8,1903
6529,14,9,1413
6528,16,8,1413
6525,12,8,1747
6527,14,8,1760
6526,12,8,1814
6533,16,8,1363
6530,12,8,1394
6531,14,10,1417
6532,13,9,1563
6534,13,8,1720
6539,16,10,1351
6535,20,8,1380
6538,15,8,1622
6537,16,8,1674
6536,13,8,1736
6541,16,10,1180
6544,19,11,1367
6542,19,11,1421
6543,19,10,1650
6540,19,9,1744
6547,27,16,1108
6549,26,16,1280
6548,30,13,1475
6546,27,14,1735
6545,24,16,1772
6552,16,9,1132
6553,16,14,1274
6550,15,13,1492
6554,13,10,1635
6551,19,8,1703
6558,16,12,1237
6556,18,19,1360
6559,15,11,1435
6555,15,13,1625
6557,13,11,1770
6560,13,9,1226
6562,18,9,1441
6564,15,12,1542
6561,15,9,1697
6563,15,10,1731
6568,17,11,1284
6569,17,9,1451
6565,16,10,1552
6566,15,9,1578
6567,14,8,1728
6573,19,11,1322
6574,18,14,1393
6571,18,11,1626
6570,17,12,1709
6572,13,13,1805
6576,16,13,1204
6577,17,15,1217
6578,17,11,1520
6575,17,12,1581
6579,13,12,1752
6583,17,14,1404
6581,20,7,1418
6580,21,13,1418
6584,15,10,1718
6582,14,9,1729
6587,24,10,1320
6588,26,13,1366
6586,27,10,1512
6585,28,9,1615
6589,22,10,1734
6593,18,13,1337
6594,17,9,1413
6592,17,14,1409
6590,16,11,1646
6591,14,8,1748
6595,14,9,1205
6599,19,10,1217
6596,19,10,1424
6598,18,9,1645
6597,16,9,1710
6602,26,11,1307
6600,26,15,1366
6601,26,15,1493
6603,30,8,1565
6604,22,12,1743
6607,12,9,1282
6606,18,14,1415
6608,14,9,1536
6609,19,10,1602
6605,17,9,1747
6611,18,12,1153
6610,15,12,1306
6613,16,10,1454
6614,17,9,1672
6612,14,11,1765
6617,13,15,1446
6616,19,17,1608
6615,16,15,1622
6618,15,19,1673
6619,15,19,1868
6621,20,9,1351
6620,15,10,1498
6622,16,9,1643
6623,17,12,1686
6624,17,10,1780
6629,32,13,1192
6628,36,11,1295
6627,38,13,1358
6625,39,8,1663
6626,34,11,1724
6634,14,9,1373
6633,17,9,1379
6631,14,8,1546
6632,12,10,1588
6630,12,9,1736
6639,17,9,1259
6637,19,12,1286
6638,19,10,1490
6635,20,8,1699
6636,15,8,1778
6642,18,12,1444
6643,15,13,1460
6641,18,12,1465
6640,13,12,1764
6644,14,9,1785
6646,17,13,1044
6645,20,8,1170
6649,16,9,1596
6647,13,9,1714
6648,15,9,1749
6652,15,18,1242
6653,17,16,1452
6654,19,22,1511
6650,21,21,1595
6651,19,20,1728
6656,17,10,1213
6659,19,10,1343
6657,18,11,1580
6658,19,11,1704
6655,15,10,1782
6662,16,10,1265
6661,19,12,1485
6663,20,11,1515
6660,20,9,1618
6664,16,12,1765
6667,12,9,1209
6668,17,11,1229
6669,16,9,1378
6665,15,10,1719
6666,14,9,1752
6670,13,9,1271
6671,19,10,1334
6673,17,10,1479
6672,16,9,1666
6674,14,10,1717
6675,22,9,1435
6677,13,9,1450
6678,17,8,1626
6679,19,9,1715
6676,18,8,1737
6680,13,8,1282
6683,16,10,1427
6682,19,9,1430
6681,16,9,1511
6684,13,9,1745
6685,16,9,1209
6688,16,13,1340
6686,16,11,1380
6689,16,10,1750
6687,13,10,1774
6694,28,14,1286
6691,26,15,1416
6692,28,15,1495
6693,25,14,1614
6690,23,15,1780
6697,13,9,1178
6699,18,9,1258
6696,18,10,1471
6698,15,10,1723
6695,15,9,1760
6702,19,14,1269
6703,16,12,1347
6704,18,15,1608
6700,18,15,1625
6701,18,13,1745
6708,15,27,1402
6705,13,28,1440
6706,15,8,1677
6707,18,8,1697
6709,16,7,1724
6711,23,11,1230
6710,26,13,1355
6712,26,13,1404
6714,25,11,1639
6713,21,9,1760
6719,16,12,1399
6717,17,9,1417
6716,17,11,1469
6718,19,8,1800
6715,15,9,1814
6723,20,10,1141
6722,18,9,1216
6724,19,8,1407
6720,15,9,1633
6721,14,8,1758
6728,12,9,1108
6729,18,8,1299
6726,17,10,1572
6727,15,10,1691
6725,14,9,1783
6732,20,12,1213
6733,19,13,1410
6730,20,10,1526
6734,13,10,1716
6731,19,9,1760
6737,19,13,1166
6739,19,11,1199
6738,16,13,1427
6736,14,11,1747
6735,17,11,1775
6740,20,11,1184
6744,18,13,1210
6742,17,12,1472
6741,14,11,1626
6743,15,11,1705
6748,19,9,1202
6747,18,9,1313
6745,18,8,1444
6749,15,9,1687
6746,14,9,1760
6750,13,7,1084
6751,15,7,1182
6753,25,55,1369
6752,23,55,1657
6754,14,6,1750
6759,15,9,1194
6758,17,9,1306
6756,16,8,1406
6757,13,8,1625
6755,12,8,1736
6764,19,14,1459
6760,15,20,1545
6761,20,15,1556
6762,13,21,1625
6763,21,14,1817
6767,16,11,1276
6766,16,12,1353
6768,15,10,1598
6769,16,9,1690
6765,14,10,1772
6774,15,12,1344
6770,16,8,1390
6773,15,12,1438
6772,13,12,1735
6771,15,10,1782
6775,13,8,1378
6777,16,10,1466
6779,13,9,1621
6776,15,10,1779
6778,16,7,1882
6783,17,11,1324
6782,17,12,1486
6784,16,10,1582
6781,17,9,1640
6780,13,11,1781
6785,13,8,1106
6789,10,8,1405
6786,17,8,1558
6788,15,8,1819
6787,14,8,1896
6794,23,9,1263
6790,20,9,1463
6791,20,12,1465
6793,21,9,1734
6792,14,13,1803
6797,21,10,1291
6798,18,11,1348
6796,18,9,1570
6795,19,9,1691
6799,16,9,1774
6802,12,7,1225
6800,19,15,1349
6803,15,16,1474
6804,13,16,1690
6801,22,7,1750
6809,18,9,1186
6806,17,9,1341
6807,15,10,1639
6805,15,8,1706
6808,13,9,1796
6814,33,11,1064
6811,34,11,1161
6813,32,11,1528
6810,30,12,1764
6812,29,12,1766
6819,18,11,1244
6817,14,10,1312
6816,19,11,1419
6818,16,10,1664
6815,16,9,1762
6822,15,8,1234
6824,17,9,1392
6821,17,11,1486
6820,13,8,1650
6823,17,8,1798
6828,13,8,1303
6825,20,10,1470
6826,15,9,1629
6827,17,9,1759
6829,17,11,1758
6832,20,10,1195
6831,18,12,1372
6833,19,8,1520
6830,15,10,1718
6834,16,9,1801
6836,17,10,1414
6838,17,9,1421
6835,15,10,1500
6839,14,8,1649
6837,12,9,1814
6844,17,10,1432
6843,18,7,1600
6840,14,12,1682
6842,12,11,1833
6841,14,10,1870
6849,19,8,1407
6846,17,9,1616
6848,16,11,1626
6847,15,9,1767
6845,17,8,1782
6852,25,9,1285
6850,23,10,1455
6853,20,9,1518
6851,22,9,1699
6854,18,9,1803
6859,15,8,1227
6858,18,9,1414
6856,16,11,1472
6855,15,9,1674
6857,12,9,1799
6860,16,12,1454
6864,14,10,1528
6863,15,12,1532
6862,15,9,1725
6861,13,10,1851
6868,14,8,1242
6865,18,10,1539
6867,17,9,1719
6869,18,10,1750
6866,14,10,1832
6873,12,10,956
6872,16,11,1220
6870,17,11,1621
6874,14,9,1785
6871,16,9,1803
6875,12,8,1536
6878,16,10,1624
6879,16,8,1656
6876,16,17,1651
6877,14,8,1828
6881,21,16,1373
6883,20,14,1380
6882,20,12,1485
6880,19,12,1803
6884,21,9,1884
6885,18,11,1448
6889,15,10,1503
6886,14,9,1590
6888,18,7,1756
6887,12,9,1948
6894,16,10,1277
6892,16,10,1338
6891,17,8,1700
6893,12,8,1772
6890,16,9,1829
6895,14,11,1305
6898,16,13,1388
6896,16,10,1723
6897,15,11,1800
6899,16,10,1820
6901,18,9,1455
6903,14,8,1466
6902,17,8,1577
6904,15,9,1629
6900,11,9,1844
6905,13,11,1128
6908,17,12,1323
6909,17,12,1623
6906,17,9,1775
6907,16,10,1803
6912,22,11,1420
6911,19,10,1477
6913,21,12,1544
6914,14,12,1628
6910,23,8,1808
6917,12,11,1219
6919,16,18,1250
6918,18,15,1592
6915,15,20,1653
6916,17,15,1786
6923,16,10,1154
6921,17,12,1254
6924,16,10,1719
6920,15,9,1748
6922,12,8,1784
6925,16,9,1206
6929,18,9,1341
6926,18,9,1529
6927,13,9,1775
6928,15,10,1783
6933,15,8,1459
6934,17,10,1542
6932,18,8,1615
6931,14,8,1729
6930,12,9,1814
6939,21,13,1251
6938,18,14,1275
6937,18,13,1470
6936,17,12,1795
6935,16,12,1828
6940,38,13,1516
6944,37,13,1608
6943,36,11,1745
6942,39,10,1774
6941,34,12,1835
6947,16,16,1595
6949,17,15,1595
6946,19,11,1707
6945,15,8,1888
6948,18,14,1951
6951,19,10,1233
6952,25,10,1304
6950,22,12,1426
6953,20,11,1699
6954,20,9,1787
6956,17,14,1622
6955,14,15,1712
6959,12,12,1835
6958,16,11,1838
6957,17,11,1868
6963,18,10,1249
6964,20,9,1417
6960,16,11,1498
6961,15,9,1660
6962,13,9,1766
6969,21,12,1364
6967,23,12,1428
6966,23,9,1511
6968,20,10,1746
6965,19,11,1837
6973,16,11,1301
6970,18,14,1478
6971,20,11,1704
6974,20,9,1847
6972,20,11,1880
6979,16,10,1399
6977,14,11,1452
6976,16,9,1604
6975,12,10,1867
6978,14,9,1875
6983,12,8,1243
6981,18,11,1319
6984,18,8,1571
6982,16,9,1800
6980,15,8,1837
6988,16,8,1146
6986,16,11,1206
6987,16,11,1443
6985,14,10,1775
6989,19,8,1802
6994,17,8,1181
6991,19,11,1230
6992,19,9,1603
6993,15,9,1670
6990,14,8,1801
6996,27,15,1399
6995,26,14,1468
6997,24,15,1507
6998,23,14,1732
6999,20,14,1836
7002,16,12,1381
7004,15,9,1417
7000,16,12,1512
7001,15,10,1793
7003,12,10,1838
7005,17,11,1402
7008,13,9,1410
7009,18,9,1488
7007,18,8,1754
7006,15,9,1804
7014,18,9,1403
7011,18,10,1461
7012,15,8,1753
7010,16,9,1777
7013,13,8,1848
7019,15,7,1272
7015,17,8,1372
7016,17,8,1572
7018,13,8,1747
7017,12,7,1825
7022,16,10,1192
7024,15,9,1240
7020,13,10,1588
7023,13,8,1782
7021,11,9,1822
7029,17,11,1253
7028,18,9,1310
7026,15,10,1514
7025,13,9,1789
7027,15,8,1789
7030,16,10,1346
7034,15,9,1445
7033,12,11,1558
7032,17,10,1698
7031,13,8,1808
7035,15,8,1421
7039,19,10,1508
7036,18,10,1643
7037,18,8,1732
7038,16,9,1837
7044,17,9,1332
7042,14,9,1345
7043,17,10,1607
7041,16,9,1778
7040,13,8,1840
7047,15,10,1291
7046,16,11,1378
7049,15,13,1643
7048,16,9,1816
7045,13,10,1882
7051,19,11,1399
7050,20,9,1524
7053,17,10,1620
7052,15,8,1907
7054,17,8,1917
7058,30,13,1236
7057,30,14,1273
7056,33,14,1477
7059,33,12,1702
7055,15,24,1800
7064,16,11,1404
7061,16,12,1476
7063,15,9,1726
7062,13,12,1857
7060,14,9,1891
7065,14,12,1395
7066,22,12,1390
7067,21,11,1437
7068,22,8,1817
7069,19,9,1820
7073,16,13,1603
7074,16,9,1670
7070,17,10,1680
7072,17,12,1702
7071,14,10,1859
7078,18,10,1475
7079,16,8,1537
7077,15,11,1547
7075,14,9,1785
7076,13,9,1845
7083,15,11,1340
7084,19,10,1359
7082,18,10,1467
7080,14,9,1815
7081,16,9,1852
7089,16,10,1377
7087,14,9,1397
7086,17,8,1629
7088,13,8,1809
7085,13,7,1868
7094,15,14,1275
7091,16,13,1408
7092,18,8,1589
7090,14,13,1828
7093,12,12,1873
7099,16,12,1282
7098,17,11,1450
7095,21,12,1474
7097,16,9,1756
7096,18,10,1852
7102,19,9,1352
7103,13,9,1368
7101,18,10,1471
7104,15,10,1747
7100,14,10,1851
7109,16,10,1330
7106,16,10,1377
7105,16,8,1585
7107,14,8,1924
7108,12,8,1963
7113,20,11,1298
7112,21,7,1405
7110,19,11,1511
7111,18,9,1836
7114,16,9,1857
7119,22,9,1267
7118,27,16,1314
7116,24,16,1588
7115,23,16,1702
7117,26,12,1817
7124,16,12,1397
7122,16,12,1438
7121,16,9,1569
7120,16,10,1779
7123,13,10,1866
7129,19,9,1275
7126,25,11,1446
7127,22,9,1714
7125,26,10,1817
7128,21,12,1850
7131,19,11,1225
7133,19,9,1377
7134,19,7,1798
7132,15,7,1874
7130,17,9,1930
7135,12,13,1227
7136,16,12,1344
7139,15,13,1678
7137,16,13,1829
7138,15,12,1875
7141,17,9,1205
7144,17,10,1335
7143,14,11,1618
7140,15,9,1812
7142,12,9,1881
7145,17,11,1380
7148,19,8,1504
7149,15,9,1785
7147,16,10,1787
7146,14,10,1909
7153,13,10,1389
7154,16,10,1442
7152,16,10,1500
7150,16,9,1865
7151,12,9,1906
7157,23,10,1561
7159,20,11,1568
7156,20,10,1860
7158,17,10,1981
7155,20,9,2000
7163,21,11,1458
7164,17,15,1523
7160,14,15,1727
7162,18,12,1728
7161,19,9,1860
7166,16,9,1205
7169,18,11,1450
7165,19,9,1608
7167,14,9,1765
7168,15,11,1806
7171,13,9,1392
7170,30,7,1474
7172,17,9,1652
7174,13,15,1784
7173,10,12,1874
7179,13,12,1364
7175,17,7,1484
7176,13,10,1774
7177,14,8,1845
7178,11,8,1911
7180,14,9,1154
7182,26,14,1288
7181,25,13,1630
7184,13,7,1853
7183,12,7,1881
7187,15,9,1317
7186,17,18,1460
7189,16,8,1588
7188,13,8,1819
7185,13,8,1845
7193,16,8,1346
7191,19,10,1619
7194,15,10,1636
7192,15,12,1847
7190,13,10,1863
7196,17,9,1438
7197,15,10,1470
7195,21,10,1612
7199,17,10,1810
7198,18,10,1888
7203,13,11,1281
7202,18,10,1429
7204,14,12,1688
7201,15,11,1849
7200,12,11,1922
7205,14,10,1389
7209,16,12,1454
7208,17,12,1700
7206,16,10,1879
7207,17,9,1928
7210,19,10,1330
7212,21,9,1390
7214,21,11,1522
7211,18,9,1817
7213,16,9,1907
7217,14,9,1247
7219,17,10,1333
7215,17,11,1847
7216,18,8,1888
7218,13,8,1944
7222,21,11,1278
7224,20,11,1550
7221,21,9,1615
7220,15,14,1872
7223,13,13,1908
7227,19,9,1309
7228,16,10,1322
7229,14,9,1669
7226,17,9,1690
7225,12,8,1912
7234,15,9,1273
7231,16,9,1503
7233,13,8,1546
7232,14,9,1829
7230,12,8,1901
7236,16,8,1277
7238,15,12,1355
7239,16,10,1646
7237,13,10,1845
7235,13,9,1912
7242,14,10,1230
7240,13,8,1314
7244,17,8,1471
7241,13,9,1827
7243,14,8,1845
7249,15,8,1446
7246,16,9,1541
7248,14,7,1643
7245,13,7,1786
7247,11,7,1894
7251,23,11,1331
7252,18,10,1412
7254,23,9,1637
7250,20,10,1826
7253,20,9,1834
7257,16,11,1370
7259,19,9,1605
7256,16,10,1776
7255,14,10,1856
7258,12,9,1875
7261,15,10,1079
7264,20,11,1288
7260,18,11,1720
7263,17,11,1850
7262,18,9,1872
7269,18,9,1585
7267,16,12,1639
7265,16,10,1882
7266,14,9,2010
7268,15,9,2032
7274,18,9,1364
7273,15,9,1466
7271,17,10,1553
7272,15,10,1788
7270,14,9,1905
7275,17,10,1542
7277,17,12,1542
7278,16,10,1738
7276,13,11,1797
7279,13,10,1950
7284,14,15,1215
7283,13,16,1231
7282,24,10,1790
7280,24,10,1814
7281,15,17,1873
7289,15,9,1592
7287,16,9,1675
7288,13,8,1875
7286,13,9,1917
7285,12,8,1989
7293,21,12,1244
7291,21,11,1325
7294,21,9,1618
7292,20,10,1884
7290,19,10,1923
7299,16,9,1517
7296,16,8,1694
7295,12,9,1881
7297,13,10,1901
7298,13,8,2017
7304,17,8,1401
7302,16,9,1509
7303,15,8,1526
7301,14,8,1888
7300,12,8,1967
7307,16,10,1552
7306,16,11,1600
7309,15,8,1790
7305,13,9,1874
7308,13,11,1957
7314,13,16,1261
7310,17,28,1322
7311,16,28,1707
7313,16,27,1860
7312,15,28,1888
7315,14,10,1348
7318,17,12,1700
7316,13,8,1722
7319,17,10,1754
7317,15,11,1889
7322,16,14,1745
7324,15,13,1976
7320,19,8,2137
7323,13,12,2264
7321,15,14,2263
7327,33,14,1854
7325,34,12,1969
7328,33,11,2021
7329,31,11,2078
7326,36,7,2094
